평점,리뷰
4.0,"결국 아서 플렉이 조커로 변모했던 모습에 환호하던
관객들도 영화속의 시위대들이나 다름이 없었네 ㅋㅋ
(왠지 감독이 이걸 노린것 같은..)

어쩌면 감독은 자신의 조커를 악당으로 놔두고
싶지 않았던 느낌이다.
’아서 플렉‘ 만은 빌런이 아닌 인간으로 지켜주고 싶었을까

일단 좋았던 것은 뛰어난 화면 연출과 분위기,
다시 봐서 좋았던 호아킨 피닉스의 조커와
꽤 캐미가 좋았던 레이디 가가의 할리 퀸- 요정도이고,
단점에서 말이 길어질듯..

우선 ,개인적으론 뮤지컬 장르를 선호하지는 않지만
<라라랜드> 나 <위대한 쇼맨>, <웡카> 등의 영화에는
좋은 점수를 주었었음. 근데 이번 작품은 오히려 노래들이
맥을 탁탁 끊는 느낌이 들었다고 해야되나..

물론 몇몇 노래들과 뮤지컬 씬이 괜찮기는 했는데,
몰입할만한 대사와 분위기에서 폼 잡고 노래를 부르니
레이디 가가의 가창력으로 커버하려 해도 그냥 영화의
성격과 뮤지컬이 좀 안맞는 느낌..

전체적으론 전작에서는 아서의 내면에 쌓여있던 분노와
광기의 폭발 등이 묘한 카타르시스를 주며 서사적 변환에
많은 재미가 있었지만, 이번 편에선 그렇다할 변화가
뚜렷하지 않다.

그래서 할리 퀸의 등장으로 더블 다운이 될 광기의
폭발을 기대했다면 상당히 실망할수도..

말이 많은 엔딩의 경우.. 좀 놀라긴 했지만
‘폴리 아 되’ 라는 영화의 제목이 마지막 장면에서
더욱 상기되는것 같아서 나쁘지 않았음.

이 영화는 <조커> 이후 무한한 상상을 하게 하던
아서 플렉의 세계관을 허망하게 결론짓는 닫힌결말 같다

만듦새는 좋았지만, 마냥 좋았다고 하기엔 힘든 속편."
4.0,또 하나의 걸작 탄생 예감...
4.5,"혼돈의 지배자, 그가 직접 말아주는 이 미친 사랑의... 혹은 자기반성의 처절한 '라라랜드'."
4.5,"그저 그대 곁의 그림자여도 좋으리.
-
아서는 전작의 결과 이후로 아캄 정신병원에 갇히게 되었다. 날이 밝자 몹시 마른 몸의 아서는 옷을 꺼내어 입는다. 빠르게 준비하라고 재촉하는 교도관은 아서에게 오늘은 농담 없냐며 비아냥댄다. 교도관들을 따라서 이동한 아서는 신경안정제를 받아먹은 후 교도관들에게 면도를 받는다. 이후 자신의 범죄 혐의에 대한 재판에 앞서 자신의 변호사를 만나기 위해 교도관들을 따라 이동하던 와중에 노래교실에서 흘러나오는 노랫소리를 듣게 된다. 그리고 아서는 노래교실 앞을 지나가던 중, 교실 안의 한 여성과 눈이 마주친다.

아서의 정신 상담으로부터 시작하는 영화는 그의 재판으로 이어지는 과정으로 물 흐르듯 진행된다. 이 영화가 큰 틀에 있어서 법정물이라는 장르를 택한 것이 꽤나 적절해 보이는데, 왜냐하면 이 영화가 중심적으로 다룰 이야기가 아서가 전작에서 벌인 일에 대한 이야기이기 때문이다. 그리고 그 법정물의 틀을 따라 공판이 재차 진행되고, 정신병원과 법원을 오가게 되는 과정 속에 진짜 자신인 '아서'와 자신의 환상이 담긴 '조커' 사이에 갈등하는 아서를 향해 사랑으로 가득 찬 화살의 시위를 당길 매개체로, 이 영화는 음악을 곁들인 뮤지컬과 할리 퀸을 선택했다.

이 선택이 흥미로운 이유는 법정물의 틀 속에서 피고인이 된 아서는 진짜 자신이 되어야 하지만, 뮤지컬과 할린의 특성은 법정의 느낌과는 정반대의 특성을 갖고 있기 때문이다. 피고인 아서는 재차 자신의 두 정체성 사이에서 혼란을 겪지만, 그런 그에게 할린이 접근하자 그녀와의 음악을 통해 아서 안의 그 두 정체성 간의 균열이 메워지기 시작한다. 아서 플렉이 할린 퀸젤과의 하모니를 거듭하는 과정 속에서 진정한 조커로 조금씩 거듭나게 되는 것이다. 이러한 과정들을 재치 있게 법정물 속에 녹여낸 각본은 매우 흥미롭다.

그리고 이 영화는 전작에 일어난 일을 가지고 벌어지는 법정물이기에, 전작의 주요 인물들 중 누군가가 증인으로서 등장하게 된다. 나는 이 증인 신문 시퀀스 속에 이 영화의 핵심적인 가치가 흐르고 있다고 생각한다. 분명 아서는 자신에게 열광하는 군중들을 바라보며 일종의 해방감을 맛봤을 것이지만 자신이 벌였던 일의 무게와 파장이 어떠한 것이었는지는 진정으로 알 수 없었을 것이며, 그에 대해 아서에게 알려주기 위해 이 영화가 쓰인 것이라고 생각된다. 전작과는 스타일이 몹시 다른 결의 영화가 되었지만, 나는 이것도 아주 좋다."
3.0,"메타 영화만 보면 정신을 못 차리는 사람 입장에서는 정말 강렬한 작품.

뮤지컬, TV 영화, 카메라 렌즈. 1편의 카타르시스를 지시하는 것들 안에서만 조커가 살아숨쉰다.

끝내 카메라와 관객이 없어진 곳, 영화라는 서커스 무대가 무너진 곳의 아서 플렉은 초라하다. 감독은 영화의 무대를 말 그대로 폭발시켜 없애버린 다음, 조커 1편의 엔딩을 전혀 다른 분위기로 재현하며 이 이야기의 진짜 모습을 관객들 앞에 보인다.

1편의 세계로 자꾸 아서를 초대하려는 할리퀸과 대중, 그러나 더 이상 즐거움을 주기를 거부하고 사실상의 자살을 택하는 영화.
<폴리 아 되>는 프랜차이즈 스스로가 정극이 아니라 판타지 뮤지컬에 가까웠다고 고백하는, 그리고 그 영화의 틀을 거의 강박에 가까울 정도로 인식시키다 끝내 벗겨내는 영화다.

사람들에게 조커의 사연을 설득시켰던 호아킨 피닉스의 연기도 그냥 연기일 뿐이고, 조커는 영화 안에서도 밖에서도 그냥 만들어진 캐릭터일 뿐이고...
이 영화가 스스로를 성찰하고 있는지 변호하고 있는지는 고민이 필요할 것 같긴 하지만 올해 가장 흥미로운 영화 중에 하나인건 확실한."
4.0,스포일러가 있어요!! 보기
2.5,조커와 라라랜드의 조합을 그 누가 감히 상상이나 했겠는가.
3.0,눈물과 빗물로 지워져버린 분장.
3.0,"(54) 관객의 기대를 기어코 배신하려는 고집스러운 선택.
👍: 호아킨 피닉스의 여전한 열연,
👎: 뮤지컬 아이디어 낸 사람에게 화가 나는,
스토리 8/20 연기 14/20 연출 10/20 재미 22/40

*약스포
전편에서 조커에 열광하는 관객들에 충격을 받아
관객의 조커 동조화를 해소하기 위해서
뮤지컬 장치를 사용하여 조커의 망상을 강조하고
관객과 거리두기를 하였는데
이는 조커라는 캐릭터의 깊은 드라마에 몰입하려는
관객의 기대를 저버렸으며,
전개방식 또한 우리가 바라던 조커의 모습이 아닌,
다른 방향을 향해가고 있어 영화보는내내
당혹스럽다.

뮤지컬 아이디어 누가 내었냐."
2.0,돌이킬 수 없는 과거를 외쳐보지만 너무 멀리 와버린 현재.
2.0,"좋은 의미로든
좋지 않은 의미로든
전작의 여파가 이 작품에
과감하게 반영되어있다

언택트톡)"
3.5,대도시의 사랑꾼 조커… 이 영화가 내 망상이었으면 한다
3.5,아서 이즈 어프레이드 본 디스 웨이
3.5,"계속 '폴리 아(모리가) 되' 로 읽힘
네 난독 있읍니다"
4.5,"내가 바라던 조커가 아니야 라는 사람들의 반응까지
뮤지컬과 정극 사이 괴리같은 이 이야기의 불온전한 완성"
3.5,스포일러가 있어요!! 보기
3.0,제목은 조커로 하겠습니다 근데 이제 사랑과 뮤지컬을 곁들인
4.0,"어떤 노래를 부를지는 중요한 부분이 아니다
중요한 것은 끝나지 않는 노래는 없다는 사실.
그렇다면 언제 노래를 끝낼 것인가"
보고싶어요,"[24.10.01. 개봉]
[크랭크인/업 22.12.10.-23.04.04.]
현실과 망상의 괴리를 채우는 노래들 뒤로
타인에 의해 만들어지는 허상과
현실로 돌아온 자아성찰의 끝,
+ 뮤지컬 영화로 제작
+ 부제인 “폴리 아 되”는 공유정신병적 장애를 의미
(두 사람에게 동시적으로 일어나는 정신병)
+ DCU에 포함안됨
+ 전작 개봉 5주년에 맞춘 24.10.02. 예정에서
임시공휴일로 인한 개봉일 변경"
4.0,"역대 가장 이율배반적인 속편.

우리에게 친숙한 '테러리스트 빌런' 조커의 탈을 결국 벗어버린, 연쇄 살인자이자 학대 피해자이자 (도달 불가능한) 스위트 홈을 꿈꿔본 미치광이 로맨티스트 아서 플렉. 찰나적 조커였던 그 남자의 처절한 고독에 부치는 쇼, 같은 영화.

그러니까, 이 조커는 그 조커가 아니었고, 대중은 광기 분출의 핑계로 삼을 또 다른 '입찢남'을 맞이할 것.

* 뮤지컬이어야 하는 당위성을 못 찾겠고, 아서를 포함한 인물들의 주파수가 너무 지지직거려 영화가 전작만큼 피부에 들러붙진 않는다."
3.0,"뮤지컬 영화라는 거 오보라며
.
.
.
.
.
.
.
.
결국 다시 원점으로 돌아온 조커. 별 대사도 없는데
계속 카메라로 비추던 한 죄수는 결국 조커이길 포기한
아서를 죽이고 광기어린 웃음과 함께 자기 입을 찢는다.
고담엔 언제나 조커가 존재한다."
3.5,"물에 빠지면 어떤 기분인지 아나
아주 모순적이지
물속은 매우 평화로워

날 포근하게 감싸 안고
받아들이라고 속삭이는 거 같거든
그 순간 이 세상의 모든 문제가 희미해져가

그런데
한편으론 머릿속에서 그게 날뛰기 시작해
엄청난 분노가
모든 신경이 광기로 불타오르지
맞서 싸우라고
생존을 위해서

그러는 동안 질문 하나가 떠올라
얼마나 더 참아야 하는 거지?

참 웃기지
살면서
이런 선택의 기로에
서지 않아도 되는 삶도 있을 텐데

어쨌든 그건 날 영원히 바꿔놓았다

from. 아케인, 실코"
3.5,"전 편의 그 부글부글 끓어올라 폭발적이던! 그 안티 히어로의 존재감이 이 후속편에선 완벽하게 좌우 대칭을 이룬다. 사실 인트로에서 이 작품이 보여줄 메시지는 거의 다 공개한 이 문제작, 조커 폴리머시기는 모든 면에서 안티테제 그 자체다.

한 걸음 한 걸음 몰락하는 것도, 현실은 이렇다고 서프라이즈는 전혀 없다고 이게 바로 안티 히어로 버전 다크나이트야라고 토드 필립스 감독이 선언하는 듯하다. 신기한 게 놀란 감독의 브루스 웨인처럼 사랑하는 사람을 위해 복면을 쓰고 후회했다가 노년에 부활하는 것도, 아서가 자기 자신을 구원하기 위해 가면을 썼다가 다시 부활하는 것까지, 다크나이트와 다크나이트라이즈를 확실히 연상케한다. 사랑하는 법도 처절하게 빨간 미러링이다. 브루스 웨인과 레이첼의 그 순수하고 헌신적인 애틋한 사랑 이야기라고 한다면, 아서와 리는 기댈 건 현실도피 사랑뿐인 기회주의적이고 거짓과 교만이 넘쳐나는 망가진, 파괴적 교집합의 모습으로 비춰질 뿐이다.

뮤지컬 영화는 개인적으로 별로 좋아하진 않는데, 엄밀히 이야기해서 이건 뮤지컬 영화가 아니라고 생각한다. 현실 도피의 머릿속 음악이 유일한 희망으로 연출되어 있는데, 극중 리가 판타지가 아니라 현실에서 노래를 부르는 시퀀스 간의 밸런스가 참 좋았다. 그리고 액션을 기대해? 조커의 광기를 보고 싶다고? 고담 시의 스카이라인을 보고 배트맨의 텀블러와 더뱃을 그리워한다고? 폭발 이후에 설마 베인이 나타나진 않겠지라는 상상에 빠져본다고. 맞다. 모든 것이 확실하게 안티테제를 이룬다.

조금 불만인 건 교도관 캐릭터가 아서에게 당위성을 쌓아주는 빌런으로 그려졌는데, 너무 속이 보이지 않았나 싶다. 나름 매력 있는 캐릭터였지만, 강약 조절을 못한 것처럼 느껴진다. 엔딩에서 약간의 기대감이 생긴 것도 좋았지만 마무리도 너무 속 보였다. 이미 다 망쳤는데 그럴 일은 없겠지만 삼부작 기대해 본다. 하염없이 내려가 보자. 아주 난리가 나겠다. 이보다 더 나쁠 수 있을까. 이상하지만 좋은 뜻으로 하는 소리다."
3.5,"욕먹을 각오하고 만든 영화같음
심각한 상황에 뜬금없이 노래를?
개인적으로 맘에 들진 않았지만
감독의 의도는 어느정도 이해가 감.
영화적 실험 혹은 도전이라고 긍정적으로 봐주고 싶음.
특히 ""bewitched""가 극적으로 들려서 좋았음."
3.5,힘차게 내려간 뒤 다시 힘겹게 올라가기.
4.5,"가장 씁쓸한 버전의 <한 여름 밤의 꿈>,결국 현실은 꿈의 광란을 허용치 않는다."
2.0,자연의 노래인 바람을 타고 종잡을 수 없이 모든 곳으로 퍼져나가는 산불처럼
5.0,"'조커: 폴라 아 되'는 아캄 수용소에서 재판을 기다리는 아서 플렉이 그곳에서 할리 퀸젤과 사랑에 빠지게 되는 영화다. 대흥행을 한 '조커'의 속편은 전편과는 매우 다른 방향과 연출을 선보이며, 속편으로서 상당히 과감한 시도를 선보이나, 그 시도가 꼭 좋지만은 않았다.

혼돈 그 자체를 추구하는 캐릭터인 조커라는 존재가 어떻게 탄생했는지를 사실적으로 우울한 연출을 통해 보여준 '조커'는 호아킨 피닉스의 굉장한 연기를 필두로, 사회에서 배척당한 자들의 울분을 중심으로 주인공을 구축했다. 그렇게 하나의 혁명의 아이콘처럼 되버린 조커라는 캐릭터의 다음 이야기는 더 큰 혼돈이 될 지, 그리고 할리 퀸이라는 동료의 등장으로 더욱 강력한 빌런으로 발전할지에 대한 기대와 호기심이 있었다. 놀랍게도 영화는 오히려 전작과 반대로, 아서 플렉이 자신의 행동과 심리에 대해 고찰하는 방향으로 갔다.

이번 영화는 더욱 더 깊숙히 아서 플렉의 내면에서 이야기를 전개하며, 환상과 현실의 경계가 흐릿한 그의 불안한 정서를 연출하려고 한다. 여기서 뮤지컬 장르를 적극적으로 도입한다. 뮤지컬 장르가 대표적으로 환상과 현실을 오가며, 어디까지가 현실이고 어디서부터가 뮤지컬 환상인지를 모호하게 하는 장르이기 때문에, 이 영화에서 또한 뮤지컬 시퀀스들을 통해 조커의 의식을 따라 관객들도 환상과 현실을 왔다갔다하도록 하는 듯하다. 그리고 뮤지컬은 주로 형식주의적인 장르이기 때문에, 이번 작품에서는 전작에 비해 더욱 과감하고 강렬한 구도와 연출들과 쨍한 색깔과 조명으로 씬들을 구성하기도 한다. 전편과 비슷하지 않고, 오히려 완전 새로운 시도와 접근을 하면서 주인공에 대한 스토리텔링을 더욱 풍성하게 하려고 한 점은 박수를 쳐줄 만하다고 생각한다.

하지만 시도와 발상을 좋았지만, 그 결과물의 타율은 그저 그랬다. 법정 드라마, 뮤지컬, 그리고 심리 스릴러를 오가는 이 영화는 그만큼 난잡하게 느껴지는 경우도 많고, 특히 뮤지컬 장면들이 너무 많게 느껴지며 영화의 진행에 계속해서 급브레이크를 밟는 듯했다. 몇몇 뮤지컬 장면들을 정말로 인상적이고 아름답기까지 했지만, 반대로 적지 않은 장면들은 불필요하고 알멩이 없이 시간만 질질 끌었다고 생각한다.

영화의 이야기는 조커가 자신이 행한 일들과 그 영향을 마주하게 되는 것이다. 그를 대하는 다양한 사람들, 언론, 그리고 팬들을 통해 그는 자신의 살인  행각이 세상에 어떤 영향을 주는지, 그리고 자신에게 어떤 의미를 가지는지를 생각을 하게 된다. 그 대표적인 거울이 할리 퀸이다. 자신을 가장 가까운 추종자를 통해 아서 플렉은 인생 처음으로 사랑을 받는다는 기분을 느끼게 된다. 코믹스에서의 조커와 할리 퀸은 동등한 연인이라기보단 조커가 할리 퀸을 이용하는 관계에 더 가깝지만, 이 영화에서는 그렇지가 않고, 오히려 이 점 때문에 조커라는 캐릭터의 근간이 흔들리게 된다. 그리고 이는 의도된 것으로 보인다. 이번 영화는 전작에서 구축한 잃을 것이 없는 사람이 완전히 폭발하면서 생긴 조커라는 혼돈을 해체하고 그 뿌리에 있는 두려움, 외로움과 우울로 다시 돌아간다. 팬들이 아는 조커, 특히 1편에서 매우 설득력있고 매력있게 구축한 조커라는 캐릭터를 오히려 부정한다는 점에서 호불호가 갈릴 수 밖에 없으며, 결국에 영화는 그를 하나의 상징, 위대한 슈퍼빌런이 아닌, 측은하고 감정적인 인간으로 보고 있다. 그리고 그 결과로, 그를 찌질한 악당으로 축소하게 됐다."
